"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"market_by_tnved"@;@"fm"@;@"pl_2"@;@"coef_gotovnosti"@;@"pl_3"@;@"ilp"
"8703231100"@;@@;@@;@14 572 247@;@25 387 190@;@14 339 144@;@233 103@;@14 339 144@;@10 814 943@;@@;@0,3@;@@;@
"7325910000"@;@1 300 146@;@668 158@;@9 057 870@;@10 069 319@;@9 057 317@;@553@;@10 357 463@;@1 011 449@;@1 011 449@;@1@;@1 011 449@;@0,5
"6603909000"@;@29 868@;@@;@@;@@;@@;@@;@29 868@;@@;@@;@0@;@@;@0,5
"2202999900"@;@696 931@;@305 216@;@60 043 779@;@76 888 242@;@65 269 739@;@3 811 844@;@56 928 866@;@16 844 463@;@696 931@;@0,6@;@418 158,6@;@7,38
"2309903100"@;@19 806 279@;@46 445@;@16 642 871@;@56 557 666@;@13 967 818@;@5 836 495@;@30 566 210@;@39 914 795@;@19 806 279@;@0,6@;@11 883 767,4@;@1,05
"2607000009"@;@34@;@8 854 852@;@@;@@;@@;@@;@34@;@@;@@;@0,3@;@@;@0,56
"5501300000"@;@3 160 268@;@@;@@;@@;@@;@@;@3 160 268@;@@;@@;@0@;@@;@0,5
"5509420000"@;@3 842@;@@;@@;@@;@@;@@;@3 842@;@@;@@;@0@;@@;@0,5
"8461403900"@;@11 575@;@@;@@;@@;@@;@@;@11 575@;@@;@@;@0@;@@;@0,5
"8536501101"@;@24 018 109@;@1 019 516@;@@;@@;@@;@@;@24 018 109@;@@;@@;@0,3@;@@;@0,56
"2846901000"@;@739@;@@;@@;@@;@@;@@;@739@;@@;@@;@0@;@@;@0,5
"4805910000"@;@3 776 496@;@467 882@;@167 456@;@167 456@;@177 039@;@40 694@;@3 435 376@;@0@;@0@;@1@;@0@;@0,75
"3603200009"@;@1 871 749@;@@;@@;@@;@@;@@;@1 871 749@;@@;@@;@0,4@;@@;@0,58
"2009803609"@;@@;@@;@67 256@;@85 471@;@62 552@;@19 369@;@62 552@;@18 215@;@@;@0,3@;@@;@
"7207201500"@;@1 417 526@;@@;@69 250 462@;@69 495 299@;@58 261 730@;@@;@70 667 988@;@244 837@;@244 837@;@0,3@;@73 451,1@;@0,12
"0302893900"@;@10 450@;@@;@@;@@;@@;@@;@10 450@;@@;@@;@0@;@@;@0,5
"7219339000"@;@2 768 215@;@@;@@;@@;@@;@@;@2 768 215@;@@;@@;@0@;@@;@0,5
"8419908509"@;@11 475 917@;@229 722@;@5 062 791@;@6 749 441@;@4 744 491@;@593 297@;@15 715 689@;@1 686 650@;@1 686 650@;@1@;@1 686 650@;@0,61
"9032890009"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"5607509000"@;@289 833@;@725@;@20 201@;@20 201@;@20 201@;@@;@309 309@;@0@;@0@;@1@;@0@;@0,67
"7302102100"@;@@;@@;@8 942@;@8 942@;@8 942@;@@;@8 942@;@0@;@@;@0,3@;@@;@
"8708913509"@;@5 643 295@;@178 948@;@86 669@;@86 669@;@80 836@;@5 833@;@5 545 183@;@0@;@0@;@1@;@0@;@0,71
"8462610019"@;@909 795@;@@;@@;@@;@@;@@;@909 795@;@@;@@;@0@;@@;@0,5
"4804111900"@;@@;@@;@790@;@790@;@790@;@@;@790@;@0@;@@;@0,3@;@@;@
"8518293000"@;@509 061@;@@;@@;@@;@@;@@;@509 061@;@@;@@;@0@;@@;@0,5
"8907100000"@;@469 882@;@10 413@;@@;@@;@@;@@;@469 882@;@@;@@;@0,3@;@@;@0,56
"2910200000"@;@115 519@;@@;@@;@@;@@;@@;@115 519@;@@;@@;@0@;@@;@0,5
"8450111100"@;@11 408 337@;@3 605 529@;@437 970@;@444 902@;@615 212@;@16 323@;@8 224 455@;@6 932@;@6 932@;@1@;@6 932@;@0,89
"8536105000"@;@253 239@;@1 259 413@;@@;@@;@@;@@;@253 239@;@@;@@;@0,3@;@@;@0,56
"6402993900"@;@940 344@;@746 452@;@@;@@;@@;@@;@940 344@;@@;@@;@0,3@;@@;@0,56
"3926400000"@;@1 219 787@;@90 506@;@615 473@;@617 308@;@615 391@;@805@;@1 743 949@;@1 835@;@1 835@;@1@;@1 835@;@0,55
"4403219800"@;@109 812@;@@;@@;@@;@@;@@;@109 812@;@@;@@;@0@;@@;@0,5
"7019900099"@;@3 806 919@;@5 390@;@577 869@;@594 865@;@577 869@;@@;@4 379 398@;@16 996@;@16 996@;@0,6@;@10 197,6@;@0,56
"3810100000"@;@1 871 167@;@@;@1 218@;@2 030@;@1 218@;@@;@1 872 385@;@812@;@812@;@0,7@;@568,4@;@0,64
"8207209000"@;@2 369 786@;@@;@1 700 536@;@1 715 940@;@1 700 536@;@@;@4 070 322@;@15 404@;@15 404@;@0,7@;@10 782,8@;@0,43
"8430310000"@;@4 778 328@;@@;@79@;@79@;@79@;@@;@4 778 407@;@0@;@0@;@0,3@;@0@;@0,56
"2009419900"@;@164 023@;@@;@944 170@;@944 772@;@1 007 962@;@20 236@;@1 087 957@;@602@;@602@;@0,3@;@180,6@;@0,14
"7407100000"@;@275 018@;@3 160 393@;@2 346 957@;@2 346 957@;@2 346 957@;@@;@2 621 975@;@0@;@0@;@1@;@0@;@0,25
"7213999000"@;@2 452@;@@;@1 110 595@;@1 111 690@;@1 055 555@;@55 040@;@1 058 007@;@1 095@;@1 095@;@0,3@;@328,5@;@0,2
"305498090"@;@@;@@;@139 436@;@139 436@;@139 436@;@@;@139 436@;@0@;@@;@0,3@;@@;@
"8431492000"@;@1 141 559@;@16 109@;@1 925 026@;@2 011 804@;@1 725 321@;@76 631@;@2 989 954@;@86 778@;@86 778@;@1@;@86 778@;@0,41
"709991000"@;@@;@@;@536 847@;@592 111@;@533 011@;@3 836@;@533 011@;@55 264@;@@;@0,3@;@@;@
"9405110031"@;@683 738@;@@;@@;@@;@@;@@;@683 738@;@@;@@;@0@;@@;@0,5
"9405409901"@;@@;@@;@16 590@;@33 180@;@16 590@;@@;@16 590@;@16 590@;@@;@0,3@;@@;@
"7210110000"@;@@;@@;@475 710@;@503 896@;@418 715@;@56 996@;@418 715@;@28 186@;@@;@0,3@;@@;@
"7326909202"@;@67 288@;@@;@5 712@;@5 712@;@5 712@;@@;@73 000@;@0@;@0@;@0,3@;@0@;@0,52
"4301805090"@;@55 680@;@@;@@;@@;@@;@@;@55 680@;@@;@@;@0@;@@;@0,5
"8441101001"@;@37 900@;@@;@@;@@;@@;@@;@37 900@;@@;@@;@0@;@@;@0,5
"7606122008"@;@5 220 815@;@2 477 912@;@1 974 596@;@1 974 596@;@2 178 464@;@62 023@;@4 655 476@;@0@;@0@;@1@;@0@;@0,76
"403105300"@;@@;@@;@66 848@;@66 848@;@66 848@;@56@;@66 848@;@0@;@@;@0,3@;@@;@
"3004200004"@;@@;@@;@174 903@;@194 337@;@174 903@;@@;@174 903@;@19 434@;@@;@0,3@;@@;@
"7616991003"@;@3 308 536@;@1 835 644@;@3 626 679@;@3 626 679@;@2 831 963@;@596 735@;@6 338 480@;@0@;@0@;@1@;@0@;@0,46
"8701100000"@;@4 662 977@;@99 220@;@14 209@;@14 209@;@13 176@;@4 388@;@4 573 578@;@0@;@0@;@0,6@;@0@;@0,63
"8425420000"@;@2 862 142@;@47 711@;@1 355 202@;@1 355 202@;@1 155 497@;@75 051@;@4 094 582@;@0@;@0@;@0,6@;@0@;@0,47
"2933694000"@;@2 083@;@@;@@;@@;@@;@@;@2 083@;@@;@@;@0,4@;@@;@0,58
"2849100000"@;@1 890 526@;@@;@@;@@;@@;@@;@1 890 526@;@@;@@;@0,4@;@@;@0,58
"8411822001"@;@9 930 226@;@50 500@;@1 350 924@;@1 350 924@;@1 151 219@;@75 051@;@11 155 599@;@0@;@0@;@0,6@;@0@;@0,57
"8443192002"@;@883 448@;@455@;@47@;@71@;@47@;@@;@883 040@;@24@;@24@;@0,6@;@14,4@;@0,62
"8464100000"@;@18 689 319@;@7 250@;@100 203@;@104 194@;@100 203@;@@;@18 782 272@;@3 991@;@3 991@;@0,6@;@2 394,6@;@0,62
"6201910000"@;@@;@@;@404 862@;@637 852@;@308 842@;@168 135@;@308 842@;@232 990@;@@;@0,3@;@@;@
"2910100000"@;@105 734@;@@;@@;@@;@@;@@;@105 734@;@@;@@;@0@;@@;@0,5
"8703231989"@;@@;@@;@852 033 804@;@853 555 359@;@717 997 048@;@237 690 937@;@717 997 048@;@1 521 555@;@@;@0,3@;@@;@
"4407113400"@;@17 443 266@;@@;@7 505@;@15 010@;@@;@7 505@;@17 443 266@;@7 505@;@7 505@;@0,7@;@5 253,5@;@0,64
"8459700009"@;@216 616@;@215@;@@;@@;@@;@@;@216 616@;@@;@@;@0,3@;@@;@0,56
"1508909000"@;@8@;@@;@@;@@;@@;@@;@8@;@@;@@;@0@;@@;@0,5
"7225406000"@;@11 816 777@;@@;@@;@@;@@;@@;@11 816 777@;@@;@@;@0@;@@;@0,5
"0707000509"@;@@;@1 330 037@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"8518900008"@;@124 100@;@471@;@@;@@;@@;@@;@124 100@;@@;@@;@0,3@;@@;@0,56
"4008219000"@;@1 654 010@;@47 947@;@1 063 324@;@4 151 002@;@1 134 750@;@110 030@;@2 559 357@;@3 087 678@;@1 654 010@;@1@;@1 654 010@;@1,08
"7320208501"@;@2 820@;@1@;@@;@@;@@;@@;@2 820@;@@;@@;@0,3@;@@;@0,56
"5211120000"@;@@;@322 186@;@@;@@;@@;@@;@0@;@@;@@;@0,7@;@@;@
"3302909000"@;@14 059 437@;@281 482@;@@;@@;@@;@@;@14 059 437@;@@;@@;@0,3@;@@;@0,56
"0402993100"@;@17 961@;@6 691@;@@;@@;@@;@@;@17 961@;@@;@@;@0,3@;@@;@0,56
"6908909900"@;@@;@@;@33 435@;@33 435@;@33 435@;@@;@33 435@;@0@;@@;@0,3@;@@;@
"2905490000"@;@1 001 863@;@@;@@;@@;@@;@@;@1 001 863@;@@;@@;@0@;@@;@0,5
"4407994000"@;@@;@@;@26 513@;@26 513@;@26 513@;@@;@26 513@;@0@;@@;@0,3@;@@;@
"8007008000"@;@1 523@;@@;@790@;@790@;@790@;@@;@2 313@;@0@;@0@;@0,3@;@0@;@0,39
"8701299012"@;@10 576 945@;@@;@@;@@;@@;@@;@10 576 945@;@@;@@;@0@;@@;@0,5
"8539511019"@;@16 189@;@@;@@;@@;@@;@@;@16 189@;@@;@@;@0@;@@;@0,5
"8483303209"@;@540 010@;@1 358@;@2 179 480@;@2 203 289@;@1 979 775@;@75 051@;@2 644 439@;@23 809@;@23 809@;@1@;@23 809@;@0,32
"6904900000"@;@1 283 114@;@16 356@;@992 261@;@1 003 213@;@990 948@;@1 313@;@2 257 706@;@10 952@;@10 952@;@1@;@10 952@;@0,49
"4303109080"@;@204@;@@;@38 387@;@76 774@;@38 387@;@@;@38 591@;@38 387@;@204@;@0,3@;@61,2@;@56,51
"6203321000"@;@4 791@;@75 317@;@6 464 623@;@6 464 623@;@2 348 256@;@198 986@;@6 270 428@;@0@;@0@;@1@;@0@;@0,2
"2840110000"@;@698 212@;@@;@@;@@;@@;@@;@698 212@;@@;@@;@0,4@;@@;@0,58
"8704311000"@;@@;@@;@2 317 140@;@2 317 140@;@2 317 140@;@@;@2 317 140@;@0@;@@;@0,3@;@@;@
"6812910000"@;@14 369@;@@;@112 842@;@114 264@;@112 842@;@@;@127 211@;@1 422@;@1 422@;@0,3@;@426,6@;@0,15
"3827900000"@;@20@;@@;@133 396@;@164 376@;@131 856@;@1 696@;@131 720@;@30 980@;@20@;@0,3@;@6@;@100
"4810220001"@;@161 254@;@@;@@;@@;@@;@@;@161 254@;@@;@@;@0@;@@;@0,5
"8443131000"@;@2 293 826@;@101 200@;@@;@@;@@;@@;@2 293 826@;@@;@@;@0,3@;@@;@0,56
"9405690001"@;@55 034@;@@;@@;@@;@@;@@;@55 034@;@@;@@;@0@;@@;@0,5
"4203400000"@;@164 753@;@@;@948@;@948@;@948@;@@;@165 701@;@0@;@0@;@0,3@;@0@;@0,56
"2821200000"@;@43 193@;@29@;@@;@@;@@;@@;@43 193@;@@;@@;@0,3@;@@;@0,56
"8442502900"@;@@;@@;@347 500@;@347 500@;@347 500@;@@;@347 500@;@0@;@@;@0,3@;@@;@
"0403905900"@;@758 268@;@@;@@;@@;@@;@@;@758 268@;@@;@@;@0,4@;@@;@0,58
"8418308009"@;@1 582 540@;@162 257@;@@;@@;@@;@@;@1 582 540@;@@;@@;@0,3@;@@;@0,56
"8528722009"@;@1 352 258@;@5 863@;@@;@@;@@;@@;@1 352 258@;@@;@@;@0,3@;@@;@0,56
"9608990009"@;@202 015@;@400@;@@;@@;@@;@@;@202 015@;@@;@@;@0,7@;@@;@0,64
"8468200000"@;@330 857@;@@;@@;@@;@@;@@;@330 857@;@@;@@;@0@;@@;@0,5
"8472300000"@;@@;@@;@4 088 836@;@5 860 771@;@4 088 836@;@@;@4 088 836@;@1 771 935@;@@;@0,3@;@@;@
"8433510009"@;@28 991 229@;@@;@22 171 626@;@22 171 626@;@21 682 822@;@594 609@;@50 568 246@;@0@;@0@;@0,3@;@0@;@0,35
"1302199000"@;@1 571 011@;@119 043@;@@;@@;@@;@@;@1 571 011@;@@;@@;@0,3@;@@;@0,56
"2850002000"@;@24 797@;@@;@@;@@;@@;@@;@24 797@;@@;@@;@0@;@@;@0,5
"3917323100"@;@@;@@;@37 325@;@37 325@;@37 325@;@14 663@;@37 325@;@0@;@@;@0,3@;@@;@
"7317008001"@;@11 456@;@30@;@76 500@;@76 500@;@76 500@;@@;@87 956@;@0@;@0@;@0,6@;@0@;@0,19
"8305200000"@;@1 263 603@;@7 304@;@1 923@;@1 923@;@1 923@;@33 699@;@1 224 523@;@0@;@0@;@1@;@0@;@0,72
"8408902100"@;@@;@@;@9 480@;@9 480@;@9 480@;@@;@9 480@;@0@;@@;@0,3@;@@;@
"2710194210"@;@70 023 502@;@@;@@;@@;@@;@@;@70 023 502@;@@;@@;@0@;@@;@0,5
"9030840009"@;@700 488@;@7 096@;@@;@@;@@;@@;@700 488@;@@;@@;@0,3@;@@;@0,56
"8703405994"@;@1 033 892@;@@;@@;@@;@@;@@;@1 033 892@;@@;@@;@0@;@@;@0,5
"2933310000"@;@14 119@;@@;@@;@@;@@;@@;@14 119@;@@;@@;@0@;@@;@0,5
"7302300000"@;@950 832@;@9 928@;@9 234@;@9 234@;@9 234@;@@;@950 138@;@0@;@0@;@1@;@0@;@0,7
"2204219800"@;@319 910@;@896 997@;@5 592 611@;@9 257 837@;@4 398 351@;@1 314 271@;@4 598 250@;@3 665 226@;@319 910@;@1@;@319 910@;@3,67
"4418730002"@;@@;@@;@12 711@;@12 711@;@12 711@;@@;@12 711@;@0@;@@;@0,7@;@@;@
"0808108001"@;@11 999 817@;@388 688@;@@;@@;@@;@@;@11 999 817@;@@;@@;@0,3@;@@;@0,56
"1104223000"@;@@;@@;@2 107 437@;@2 207 425@;@2 259 912@;@152 475@;@2 259 912@;@99 988@;@@;@0,3@;@@;@
"7320909008"@;@503 299@;@766@;@@;@@;@@;@@;@503 299@;@@;@@;@0,3@;@@;@0,56
"8519811100"@;@2 013@;@@;@@;@@;@@;@@;@2 013@;@@;@@;@0@;@@;@0,5
"2918999000"@;@58 184@;@@;@@;@@;@@;@@;@58 184@;@@;@@;@0@;@@;@0,5
"3924100000"@;@2 981 221@;@1 078 275@;@25 233 289@;@26 547 203@;@22 651 260@;@3 819 203@;@24 395 307@;@1 313 914@;@1 313 914@;@1@;@1 313 914@;@0,39
"8526100000"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"9403909000"@;@@;@@;@1 808 215@;@1 827 529@;@1 808 215@;@@;@1 808 215@;@19 314@;@@;@0,3@;@@;@
"8537109900"@;@@;@@;@10 449 812@;@11 449 277@;@9 675 239@;@1 155 294@;@9 675 239@;@999 465@;@@;@0,3@;@@;@
"1522003900"@;@@;@@;@1 103 520@;@1 141 055@;@1 103 520@;@161 131@;@1 103 520@;@37 535@;@@;@0,3@;@@;@
"2008506100"@;@391@;@@;@@;@@;@@;@@;@391@;@@;@@;@0@;@@;@0,5
"9208900000"@;@3 854@;@@;@@;@@;@@;@@;@3 854@;@@;@@;@0@;@@;@0,5
"2208501100"@;@228 602@;@@;@@;@@;@@;@@;@228 602@;@@;@@;@0@;@@;@0,5
"8536501501"@;@3 244 350@;@@;@@;@@;@@;@@;@3 244 350@;@@;@@;@0@;@@;@0,5
"3102290000"@;@87@;@@;@246 577@;@246 577@;@244 046@;@2 473@;@244 191@;@0@;@0@;@0,3@;@0@;@0,06
"7013499900"@;@16 491 179@;@126 075@;@@;@@;@@;@@;@16 491 179@;@@;@@;@0,3@;@@;@0,56
"7217103100"@;@219 231@;@28 141@;@2 430 746@;@2 577 199@;@2 430 746@;@@;@2 649 977@;@146 453@;@146 453@;@1@;@146 453@;@0,44
"406902900"@;@@;@@;@35 786@;@39 762@;@35 786@;@@;@35 786@;@3 976@;@@;@0,3@;@@;@
"5801320000"@;@13 865@;@@;@@;@@;@@;@@;@13 865@;@@;@@;@0@;@@;@0,5
"8539511091"@;@800@;@@;@@;@@;@@;@@;@800@;@@;@@;@0@;@@;@0,5
"8413820099"@;@1 413 041@;@@;@11 172@;@11 172@;@11 172@;@@;@1 424 213@;@0@;@0@;@0,3@;@0@;@0,56
"0106410009"@;@200 733@;@@;@@;@@;@@;@@;@200 733@;@@;@@;@0@;@@;@0,5
"3505105000"@;@4 648 469@;@128 237@;@85 457@;@85 457@;@55 665@;@29 791@;@4 575 898@;@0@;@0@;@0,6@;@0@;@0,63
"2936240000"@;@312 227@;@1 417@;@@;@@;@@;@@;@312 227@;@@;@@;@0,3@;@@;@0,56
"8905109000"@;@@;@@;@3 439 626@;@3 439 626@;@832 579@;@2 607 047@;@832 579@;@0@;@@;@0,7@;@@;@
"3921903000"@;@474 669@;@299 748@;@51 677@;@51 677@;@51 677@;@@;@226 598@;@0@;@0@;@1@;@0@;@1,25
"4410129000"@;@90 968@;@@;@@;@@;@@;@@;@90 968@;@@;@@;@0@;@@;@0,5
"3824999300"@;@4 039 184@;@380@;@@;@@;@@;@@;@4 039 184@;@@;@@;@0,3@;@@;@0,56
"2713120009"@;@5 268@;@@;@@;@@;@@;@@;@5 268@;@@;@@;@0@;@@;@0,5
"8438809900"@;@@;@@;@1 383 021@;@1 383 021@;@1 383 021@;@1 985@;@1 383 021@;@0@;@@;@0,3@;@@;@
"2804400000"@;@5 232@;@244 203@;@6 737 921@;@8 225 822@;@6 497 173@;@633 773@;@6 109 380@;@1 487 901@;@5 232@;@1@;@5 232@;@85,52
"9619007501"@;@456 701@;@@;@@;@@;@@;@@;@456 701@;@@;@@;@0@;@@;@0,5
"7210500000"@;@355 920@;@@;@@;@@;@@;@@;@355 920@;@@;@@;@0@;@@;@0,5
"1518009500"@;@116 385@;@7 297@;@@;@@;@@;@@;@116 385@;@@;@@;@0,3@;@@;@0,56
"2710198600"@;@170 195@;@2 906@;@@;@@;@@;@@;@170 195@;@@;@@;@0,3@;@@;@0,56
"9406109000"@;@4 057 010@;@261 420@;@129 562@;@129 562@;@129 562@;@@;@3 925 152@;@0@;@0@;@1@;@0@;@0,72
"5402310000"@;@630 546@;@129 372@;@20 339@;@20 339@;@20 339@;@@;@521 513@;@0@;@0@;@0,6@;@0@;@0,72
"4403251000"@;@184@;@@;@@;@@;@@;@@;@184@;@@;@@;@0@;@@;@0,5
"7307231000"@;@412 813@;@@;@170 460@;@175 517@;@170 460@;@@;@583 273@;@5 057@;@5 057@;@0,3@;@1 517,1@;@0,42
"2208301100"@;@382 335@;@@;@@;@@;@@;@@;@382 335@;@@;@@;@0@;@@;@0,5
"8412218001"@;@1 345@;@@;@7 080@;@415 980@;@7 080@;@@;@8 425@;@408 900@;@1 345@;@0,3@;@403,5@;@91,34
"5602210000"@;@51 143@;@4 157 259@;@@;@@;@@;@@;@51 143@;@@;@@;@0,7@;@@;@0,64
"5402460000"@;@2 632 300@;@@;@4 896 273@;@4 902 746@;@2 752 292@;@772 961@;@6 755 612@;@6 473@;@6 473@;@0,7@;@4 531,1@;@0,34
"2931450000"@;@66@;@@;@@;@@;@@;@@;@66@;@@;@@;@0@;@@;@0,5
"6108110000"@;@13 441@;@8 911@;@27 614 941@;@27 749 393@;@1 299 423@;@693 681@;@26 934 701@;@134 452@;@13 441@;@0,6@;@8 064,6@;@3,12
"5801220000"@;@552@;@@;@@;@@;@@;@@;@552@;@@;@@;@0@;@@;@0,5
"8437800000"@;@27 835 715@;@97 922@;@1 914 304@;@1 927 260@;@1 914 304@;@304 344@;@29 347 753@;@12 956@;@12 956@;@0,6@;@7 773,6@;@0,59
"8541410002"@;@292 395@;@2 916@;@@;@@;@@;@@;@292 395@;@@;@@;@0,3@;@@;@0,56
"2839110000"@;@32 320@;@210 045@;@2 306 662@;@2 643 844@;@2 298 179@;@15 867@;@2 323 115@;@337 182@;@32 320@;@1@;@32 320@;@3,34
"4810293000"@;@2 904 985@;@89 539@;@12 671@;@19 007@;@12 671@;@@;@2 828 117@;@6 336@;@6 336@;@0,6@;@3 801,6@;@0,63
"801320000"@;@@;@@;@566 714@;@578 597@;@566 714@;@@;@566 714@;@11 883@;@@;@0,3@;@@;@
"6812991000"@;@1 206@;@@;@@;@@;@@;@@;@1 206@;@@;@@;@0@;@@;@0,5
"5209430000"@;@209@;@28 088@;@@;@@;@@;@@;@209@;@@;@@;@0,3@;@@;@0,56
"3808620001"@;@382 948@;@@;@@;@@;@@;@@;@382 948@;@@;@@;@0@;@@;@0,5
"2905190000"@;@135 440@;@@;@@;@@;@@;@@;@135 440@;@@;@@;@0,4@;@@;@0,58
"1001919000"@;@282 590@;@4 820@;@@;@@;@@;@@;@282 590@;@@;@@;@0,3@;@@;@0,56
"3304200000"@;@4 126 959@;@17 644@;@@;@@;@@;@@;@4 126 959@;@@;@@;@0,3@;@@;@0,56
"2009898800"@;@4 107@;@@;@@;@@;@@;@@;@4 107@;@@;@@;@0@;@@;@0,5
"0403906100"@;@257 092@;@@;@@;@@;@@;@@;@257 092@;@@;@@;@0@;@@;@0,5
"7115100000"@;@10 086 120@;@@;@@;@@;@@;@@;@10 086 120@;@@;@@;@0@;@@;@0,5
"5210490000"@;@64 029@;@@;@@;@@;@@;@@;@64 029@;@@;@@;@0@;@@;@0,5
"813409500"@;@@;@@;@10 921 107@;@11 608 505@;@8 625 411@;@1 707 565@;@8 625 411@;@687 398@;@@;@0,3@;@@;@
"4407971000"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"1602392900"@;@20 089@;@@;@@;@@;@@;@@;@20 089@;@@;@@;@0@;@@;@0,5
"405201000"@;@@;@@;@219 658@;@235 075@;@219 658@;@27 050@;@219 658@;@15 417@;@@;@0,3@;@@;@
"3208901100"@;@19 113@;@@;@1 908 412@;@1 919 603@;@1 537 638@;@370 776@;@1 556 749@;@11 191@;@11 191@;@0,3@;@3 357,3@;@0,24
"2905420000"@;@1 383 966@;@@;@@;@@;@@;@@;@1 383 966@;@@;@@;@0@;@@;@0,5
"2931490001"@;@1 109 922@;@16@;@@;@@;@@;@@;@1 109 922@;@@;@@;@0,3@;@@;@0,56
"7419200000"@;@324 116@;@907 519@;@790@;@790@;@790@;@@;@324 906@;@0@;@0@;@0,6@;@0@;@0,62
"7103910001"@;@14 926@;@@;@@;@@;@@;@@;@14 926@;@@;@@;@0@;@@;@0,5
"8507102009"@;@316 039@;@9 810@;@@;@@;@@;@@;@316 039@;@@;@@;@0,3@;@@;@0,56
"7003129900"@;@259 325@;@504 730@;@@;@@;@@;@@;@259 325@;@@;@@;@0,3@;@@;@0,56
"1513199100"@;@1 547@;@@;@@;@@;@@;@@;@1 547@;@@;@@;@0@;@@;@0,5
"6204611000"@;@307 810@;@4 068@;@@;@@;@@;@@;@307 810@;@@;@@;@0,3@;@@;@0,56
"4823908591"@;@36@;@@;@28 440@;@@;@28 440@;@@;@28 476@;@@;@@;@0,3@;@@;@0,06
"5705009000"@;@@;@@;@956 587@;@956 587@;@67 113@;@889 474@;@67 113@;@0@;@@;@0,3@;@@;@
"5407520000"@;@754 932@;@@;@1 743@;@1 743@;@1 743@;@@;@756 675@;@0@;@0@;@0,3@;@0@;@0,56
"4012120000"@;@1 521@;@@;@@;@@;@@;@@;@1 521@;@@;@@;@0@;@@;@0,5
"9018908401"@;@172 423@;@@;@@;@@;@@;@@;@172 423@;@@;@@;@0@;@@;@0,5
"8536309000"@;@@;@@;@331 334@;@356 382@;@323 476@;@3 981@;@323 476@;@25 048@;@@;@0,3@;@@;@
"8462900092"@;@177 549@;@7 624@;@@;@@;@@;@@;@177 549@;@@;@@;@0,3@;@@;@0,56
"4107191000"@;@16 500@;@@;@@;@@;@@;@@;@16 500@;@@;@@;@0@;@@;@0,5
"6103290009"@;@18 329@;@13 572@;@4 470 666@;@4 470 666@;@2 721 992@;@106 955@;@4 382 040@;@0@;@0@;@0,6@;@0@;@0,12
"9025112009"@;@36 802@;@@;@@;@@;@@;@@;@36 802@;@@;@@;@0@;@@;@0,5
"4818300000"@;@274 202@;@453 625@;@6 031 112@;@7 123 032@;@5 951 442@;@85 843@;@6 219 471@;@1 091 920@;@274 202@;@1@;@274 202@;@1,42
"7209179000"@;@@;@@;@4 818@;@5 782@;@4 818@;@@;@4 818@;@964@;@@;@0,3@;@@;@
"2917191000"@;@1 074@;@@;@@;@@;@@;@@;@1 074@;@@;@@;@0@;@@;@0,5
"9027901000"@;@465 184@;@115 685@;@@;@@;@@;@@;@465 184@;@@;@@;@0,3@;@@;@0,56
"2008205900"@;@85 318@;@@;@@;@@;@@;@@;@85 318@;@@;@@;@0@;@@;@0,5
"4907001010"@;@1 730@;@1 046@;@@;@@;@@;@@;@1 730@;@@;@@;@0,3@;@@;@0,56
"7007290000"@;@366 776@;@585@;@914 159@;@975 439@;@914 159@;@@;@1 280 935@;@61 280@;@61 280@;@0,6@;@36 768@;@0,31
"8505200000"@;@568 485@;@@;@@;@@;@@;@@;@568 485@;@@;@@;@0,4@;@@;@0,58
"2404190009"@;@95 836@;@@;@@;@@;@@;@@;@95 836@;@@;@@;@0@;@@;@0,5
"1905321900"@;@3 752 691@;@687 439@;@11 903 514@;@12 079 730@;@12 758 213@;@227 315@;@15 428 890@;@176 216@;@176 216@;@0,6@;@105 729,6@;@0,26
"6201129000"@;@@;@@;@29 915@;@29 915@;@29 915@;@@;@29 915@;@0@;@@;@0,3@;@@;@
"9405110014"@;@6 017 216@;@148 836@;@13 446@;@13 446@;@13 446@;@2 449@;@5 879 377@;@0@;@0@;@1@;@0@;@0,71
"4820109000"@;@18 734@;@12@;@761 894@;@925 320@;@361 173@;@34 032@;@746 596@;@163 426@;@18 734@;@1@;@18 734@;@2,83
"7306619200"@;@1 722 458@;@680 177@;@53 737 836@;@55 879 326@;@48 835 100@;@11 417 725@;@44 042 569@;@2 141 490@;@1 722 458@;@0,6@;@1 033 474,8@;@0,51
"8607191001"@;@148 355@;@7 455@;@@;@@;@@;@@;@148 355@;@@;@@;@0,3@;@@;@0,56
"4410113000"@;@32 103 294@;@8 967 468@;@44 937 249@;@46 162 214@;@44 061 718@;@1 644 191@;@75 396 352@;@1 224 965@;@1 224 965@;@1@;@1 224 965@;@0,42
"7218100009"@;@@;@1 100@;@49 333@;@49 333@;@49 333@;@75 051@;@48 233@;@0@;@@;@0,6@;@@;@
"8709199000"@;@150 709@;@@;@@;@@;@@;@@;@150 709@;@@;@@;@0@;@@;@0,5
"8467293000"@;@@;@@;@2 519@;@3 704@;@2 519@;@@;@2 519@;@1 185@;@@;@0,3@;@@;@
