"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"certificates_count"@;@"avg_localization_rate"@;@"market"@;@"iz"@;@"rp"@;@"hhi"@;@"ci"@;@"manufacturers_count"@;@"pr"@;@"capacity_utilization"@;@"mp"@;@"st"@;@"iri"
"6201300000"@;@595 888@;@252 361@;@53 286@;@53 286@;@52 101@;@1 185@;@9@;@49,86@;@395 628@;@91,79@;@86,53@;@2 658,0217@;@26,58@;@2@;@100@;@100@;@0@;@0@;@68,022
"6201400000"@;@4 286 850@;@3 941 086@;@131 597@;@131 597@;@129 820@;@1 778@;@19@;@41,06@;@475 583@;@97,02@;@72,33@;@1 407,0094@;@14,07@;@7@;@70@;@100@;@0@;@0@;@62,374
"6201900000"@;@498 220@;@623 047@;@100 191@;@163 018@;@103 771@;@5 391@;@5@;@39,52@;@593 020@;@83,26@;@83,1@;@1 398,8305@;@13,99@;@8@;@70@;@61,46@;@38,54@;@0@;@62,924
"6201910000"@;@@;@@;@404 862@;@637 852@;@308 842@;@168 135@;@@;@@;@308 842@;@@;@-31,09@;@@;@0@;@10@;@70@;@63,47@;@36,53@;@50@;@6,982
"6201920000"@;@@;@@;@36 530@;@36 530@;@38 156@;@10 450@;@@;@@;@38 156@;@@;@4,26@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@13,352
"6201930000"@;@@;@@;@750 777@;@750 777@;@609 564@;@141 213@;@@;@@;@609 564@;@@;@-23,17@;@@;@0@;@3@;@100@;@100@;@0@;@50@;@7,866
"6201990000"@;@@;@@;@186 443@;@186 443@;@186 370@;@23 122@;@@;@@;@186 370@;@@;@-0,04@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,492
"6202110000"@;@@;@@;@125 534@;@125 534@;@125 534@;@@;@@;@@;@125 534@;@@;@0@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,5
"6202121000"@;@@;@@;@8 121 608@;@8 121 608@;@232 735@;@7 888 875@;@@;@@;@232 735@;@@;@-3 389,64@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@-665,428
"6202131000"@;@@;@@;@36 188@;@90 470@;@61 587@;@9 080@;@@;@@;@61 587@;@@;@41,24@;@@;@0@;@1@;@100@;@40@;@60@;@50@;@26,748
"6202139000"@;@@;@@;@234 086@;@468 172@;@323 872@;@37 270@;@@;@@;@323 872@;@@;@27,72@;@@;@0@;@1@;@100@;@50@;@50@;@50@;@23,044
"6202190000"@;@@;@@;@186 517@;@373 034@;@239 283@;@2 307@;@@;@@;@239 283@;@@;@22,05@;@@;@0@;@1@;@100@;@50@;@50@;@50@;@21,91
"6202300000"@;@593 960@;@242 048@;@5 159@;@5 159@;@5 159@;@@;@3@;@68@;@357 071@;@99,14@;@98,56@;@3 169,5413@;@31,7@;@1@;@100@;@100@;@0@;@0@;@74,168
"6202400001"@;@620 203@;@1 211 897@;@372 629@;@372 629@;@372 629@;@@;@@;@@;@992 832@;@62,47@;@62,47@;@2 256,7969@;@22,57@;@2@;@100@;@100@;@0@;@50@;@53,382
"6202900001"@;@126 640@;@435 566@;@432 487@;@503 120@;@432 487@;@@;@2@;@25,35@;@559 127@;@22,65@;@22,65@;@3 112,9235@;@31,13@;@2@;@100@;@85,96@;@14,04@;@0@;@29,69
"6202900009"@;@112 799@;@177 845@;@20 762@;@20 762@;@20 762@;@@;@4@;@75,99@;@133 561@;@84,46@;@84,46@;@2 231,9631@;@22,32@;@1@;@100@;@100@;@0@;@0@;@63,976
"6202920000"@;@@;@@;@226 907@;@226 907@;@162 948@;@63 960@;@@;@@;@162 948@;@@;@-39,25@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@4,65
"6202930000"@;@@;@@;@250 966@;@260 002@;@187 007@;@77 874@;@@;@@;@187 007@;@@;@-34,2@;@@;@0@;@2@;@100@;@96,52@;@3,48@;@50@;@5,96
"6203110000"@;@1 280 233@;@47 632@;@21 763 896@;@14 637 539 189@;@21 676 453@;@1 064 098@;@@;@@;@21 980 031@;@5,56@;@0,98@;@3 795,7837@;@37,96@;@26@;@10@;@0,15@;@99,85@;@50@;@21,62
"6203120000"@;@209 972@;@7 770 522@;@8 988 907@;@10 116 984@;@8 928 932@;@1 850 320@;@9@;@37,09@;@7 348 559@;@2,28@;@-22,32@;@2 289,5576@;@22,9@;@26@;@10@;@88,85@;@11,15@;@0@;@1,948
"6203191000"@;@79 173@;@410 337@;@117 724@;@122 116@;@117 724@;@265 171@;@6@;@55,95@;@-68 274@;@40,21@;@272,43@;@4 246,8454@;@42,47@;@5@;@70@;@96,4@;@3,6@;@0@;@84,37
"6203193000"@;@314 821@;@36 962@;@67 930@;@67 930@;@67 930@;@@;@2@;@50,3@;@345 789@;@82,25@;@80,36@;@5 681,4526@;@56,81@;@3@;@100@;@100@;@0@;@0@;@67,472
"6203199000"@;@39 553@;@3 155 660@;@2 117 100@;@2 376 647@;@7 954 456@;@6 019 588@;@2@;@18,96@;@4 798 796@;@1,83@;@55,88@;@4 107,7083@;@41,08@;@18@;@40@;@89,08@;@10,92@;@0@;@23,208
"6203221000"@;@99 813@;@2 716 182@;@15 183 985@;@16 123 836@;@12 425 344@;@3 564 449@;@78@;@46,93@;@11 719 349@;@0,65@;@-29,56@;@9 400,8936@;@94,01@;@99@;@10@;@94,17@;@5,83@;@0@;@10,048
"6203228000"@;@10 915@;@78 781@;@5 800 867@;@5 927 113@;@5 716 327@;@171 481@;@9@;@59,89@;@5 640 301@;@0,19@;@-2,85@;@5 062,0779@;@50,62@;@17@;@40@;@97,87@;@2,13@;@0@;@11,306
"6203231000"@;@1 103 264@;@9 654 718@;@7 028 334@;@7 197 769@;@6 980 400@;@120 494@;@88@;@45,87@;@8 011 104@;@13,57@;@12,27@;@9 731,6992@;@97,32@;@40@;@10@;@97,65@;@2,35@;@0@;@23,682
"6203238000"@;@15 549@;@274 473@;@4 949 709@;@5 416 744@;@4 965 866@;@763 287@;@13@;@46,78@;@4 201 971@;@0,31@;@-17,79@;@2 362,3315@;@23,62@;@7@;@70@;@91,38@;@8,62@;@0@;@7,966
"6203291100"@;@54 518@;@20 703@;@2 643 675@;@2 686 728@;@2 665 137@;@230 172@;@15@;@49,88@;@2 468 021@;@2,02@;@-7,12@;@9 936,2048@;@99,36@;@16@;@40@;@98,4@;@1,6@;@0@;@18,484
"6203291800"@;@975@;@@;@256 234@;@256 234@;@256 234@;@@;@2@;@36,7@;@257 209@;@0,38@;@0,38@;@10 000@;@100@;@10@;@70@;@100@;@0@;@0@;@22,228
"6203293000"@;@@;@@;@231 217@;@355 035@;@203 358@;@29 806@;@8@;@39,05@;@203 358@;@@;@-13,7@;@@;@0@;@4@;@70@;@65,13@;@34,87@;@0@;@7,76
"6203298000"@;@@;@@;@114 638@;@148 336@;@114 638@;@@;@@;@@;@114 638@;@@;@0@;@@;@0@;@3@;@100@;@77,28@;@22,72@;@50@;@14,8
"6203299000"@;@2 003@;@@;@391 083@;@408 460@;@386 280@;@45 562@;@12@;@34,43@;@347 524@;@0,51@;@-12,53@;@4 275,3006@;@42,75@;@10@;@70@;@95,75@;@4,25@;@0@;@11,498
"6203310000"@;@719 112@;@2 407 993@;@391 420@;@422 117@;@370 427@;@33 916@;@1@;@30,64@;@1 076 616@;@64,75@;@63,64@;@2 706,1094@;@27,06@;@9@;@70@;@92,73@;@7,27@;@0@;@50,428
"6203321000"@;@4 791@;@75 317@;@6 464 623@;@6 464 623@;@2 348 256@;@198 986@;@3@;@42,77@;@6 270 428@;@0,07@;@-3,1@;@5 360,5918@;@53,61@;@2@;@100@;@100@;@0@;@0@;@17,408
"6203329000"@;@173 488@;@549 513@;@426 801@;@426 801@;@381 205@;@82 829@;@1@;@41@;@517 460@;@28,9@;@17,52@;@2 837,0491@;@28,37@;@4@;@70@;@100@;@0@;@0@;@26,364
"6203331000"@;@14 314@;@130 227@;@234 660@;@234 660@;@222 004@;@26 289@;@3@;@44,69@;@222 685@;@5,75@;@-5,38@;@4 152,0958@;@41,52@;@6@;@70@;@100@;@0@;@0@;@14,424
"6203339000"@;@340 948@;@5 495 884@;@1 397 402@;@1 414 242@;@1 657 349@;@@;@@;@@;@1 738 350@;@19,61@;@19,61@;@2 144,1117@;@21,44@;@2@;@100@;@98,81@;@1,19@;@50@;@27,566
"6203391100"@;@@;@@;@27 922@;@27 922@;@27 922@;@20 075@;@@;@@;@27 922@;@@;@0@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,5
"6203391900"@;@77 299@;@54 739@;@83 223@;@99 764@;@49 946@;@191 532@;@@;@@;@-31 010@;@48,15@;@368,37@;@2 112,5951@;@21,13@;@4@;@70@;@83,42@;@16,58@;@50@;@107,334
"6203399000"@;@201 562@;@1 551 667@;@399 125@;@446 102@;@399 125@;@@;@@;@@;@600 687@;@33,56@;@33,56@;@1 918,4079@;@19,18@;@4@;@70@;@89,47@;@10,53@;@50@;@33,636
"6203411000"@;@1 255 401@;@1 288 722@;@25 416 621@;@26 011 443@;@20 111 241@;@7 522 517@;@@;@@;@19 149 505@;@4,71@;@-32,73@;@3 107,7038@;@31,08@;@34@;@10@;@97,71@;@2,29@;@50@;@3,738
"6203413000"@;@129@;@@;@4 018 067@;@4 036 370@;@3 391 655@;@277 970@;@@;@@;@3 740 226@;@0@;@-7,43@;@10 000@;@100@;@3@;@100@;@99,55@;@0,45@;@50@;@26,014
"6203419000"@;@2 036@;@@;@38 887@;@47 913@;@38 887@;@@;@@;@@;@40 923@;@4,98@;@4,98@;@3 551,6646@;@35,52@;@3@;@100@;@81,16@;@18,84@;@50@;@22,688
"6203421100"@;@6 907@;@381 209@;@4 108 172@;@4 168 160@;@3 383 204@;@1 069 996@;@3@;@70,33@;@3 045 083@;@0,17@;@-34,91@;@7 356,9146@;@73,57@;@20@;@40@;@98,56@;@1,44@;@0@;@8,186
"6203423100"@;@5 498 006@;@2 408 786@;@39 302 767@;@39 304 347@;@31 995 206@;@5 959 372@;@3@;@42,67@;@38 841 401@;@12,27@;@-1,19@;@3 909,7892@;@39,1@;@6@;@70@;@100@;@0@;@0@;@17,57
"6203423500"@;@2 279 805@;@1 365 494@;@32 759@;@32 759@;@32 427@;@2 609@;@1@;@21@;@944 461@;@98,58@;@96,53@;@2 220,9899@;@22,21@;@2@;@100@;@100@;@0@;@0@;@72,038
"6203425100"@;@848@;@141 075@;@214 341@;@214 341@;@236 517@;@15 576@;@1@;@54@;@199 613@;@0,39@;@-7,38@;@4 992,0146@;@49,92@;@4@;@70@;@100@;@0@;@0@;@13,18
"6203425900"@;@5 649@;@10 018@;@3 324@;@3 324@;@3 324@;@@;@@;@@;@8 973@;@62,96@;@62,96@;@3 837,3923@;@38,37@;@1@;@100@;@100@;@0@;@50@;@56,076
"6203429000"@;@395 839@;@388 065@;@66 022@;@66 022@;@49 277@;@17@;@2@;@30,91@;@461 844@;@85,71@;@85,7@;@2 099,4702@;@20,99@;@3@;@100@;@100@;@0@;@0@;@64,524
"6203431100"@;@90 126@;@3 180 271@;@333 444@;@19 190 117@;@330 913@;@52 329@;@8@;@33,16@;@371 241@;@21,28@;@10,18@;@6 955,6057@;@69,56@;@2@;@100@;@1,74@;@98,26@;@0@;@40,748
"6203431900"@;@1 201 135@;@5 780 586@;@478 992@;@519 375@;@510 146@;@61 447@;@1@;@16@;@1 618 680@;@71,49@;@70,41@;@1 490,6882@;@14,91@;@8@;@70@;@92,22@;@7,78@;@0@;@52,678
"6203433100"@;@9 318@;@96 055@;@12 514@;@12 514@;@12 514@;@@;@6@;@54,56@;@21 832@;@42,68@;@42,68@;@4 383,0841@;@43,83@;@1@;@100@;@100@;@0@;@0@;@42,208
"7608100000"@;@695 865@;@@;@@;@@;@@;@@;@@;@@;@695 865@;@100@;@@;@3 904,8682@;@39,05@;@0@;@100@;@@;@@;@100@;@60,9
"6203433900"@;@9 390@;@657 776@;@165 679@;@200 350@;@113 854@;@51 825@;@1@;@64,4@;@123 244@;@5,36@;@-34,43@;@9 331,6643@;@93,32@;@3@;@100@;@82,69@;@17,31@;@0@;@20,958
"6203439000"@;@251 232@;@628@;@525 508@;@525 508@;@525 508@;@@;@3@;@59,62@;@776 740@;@32,34@;@32,34@;@1 608,7589@;@16,09@;@1@;@100@;@100@;@0@;@0@;@31,804
"6203491100"@;@4 567@;@@;@265 847@;@274 849@;@256 983@;@41 946@;@@;@@;@228 468@;@1,69@;@-16,36@;@10 000@;@100@;@3@;@100@;@96,72@;@3,28@;@50@;@25,204
"6203491900"@;@197 947@;@184 816@;@1 075 942@;@1 093 948@;@997 545@;@373 645@;@1@;@60,8@;@900 244@;@15,54@;@-19,52@;@1 955,9865@;@19,56@;@4@;@70@;@98,35@;@1,65@;@0@;@12,412
"6203495000"@;@63 352@;@@;@49 793@;@51 792@;@68 609@;@22 896@;@1@;@40@;@90 249@;@55,99@;@44,83@;@2 986,1137@;@29,86@;@2@;@100@;@96,14@;@3,86@;@0@;@46,262
"6203499000"@;@490 605@;@61 883@;@1 179 802@;@1 179 802@;@1 179 802@;@352 499@;@1@;@60@;@1 317 908@;@29,37@;@10,48@;@2 084,5422@;@20,85@;@2@;@100@;@100@;@0@;@0@;@26,944
"6204110000"@;@6 472@;@@;@743 713@;@1 073 977@;@633 625@;@110 088@;@@;@@;@640 097@;@0,86@;@-16,19@;@9 681,2488@;@96,81@;@3@;@100@;@69,25@;@30,75@;@50@;@27,206
"6204120000"@;@277 159@;@193 911@;@26 933@;@26 933@;@24 344@;@2 589@;@@;@@;@107 592@;@91,14@;@74,97@;@5 249,2319@;@52,49@;@2@;@100@;@100@;@0@;@50@;@71,85
"6204130000"@;@49 217@;@73 323@;@68 318@;@304 614@;@35 022@;@33 296@;@2@;@33,27@;@84 239@;@41,87@;@18,9@;@3 803,4516@;@38,03@;@2@;@100@;@22,43@;@77,57@;@0@;@44,028
"6204191000"@;@17 459@;@@;@60 671@;@60 671@;@65 152@;@36 451@;@@;@@;@41 679@;@22,35@;@-45,57@;@9 408,605@;@94,09@;@1@;@100@;@100@;@0@;@50@;@26,426
"6204199000"@;@33 294@;@1 999 019@;@6 913@;@6 913@;@6 913@;@@;@2@;@8@;@40 207@;@82,81@;@82,81@;@4 269,3484@;@42,69@;@1@;@100@;@100@;@0@;@0@;@66,086
"6204210000"@;@594@;@174@;@115 785@;@115 785@;@115 785@;@@;@@;@@;@116 379@;@0,51@;@0,51@;@9 193,4482@;@91,93@;@3@;@100@;@100@;@0@;@50@;@26,606
"6204221000"@;@@;@154 834@;@12 347 711@;@12 763 332@;@4 198 447@;@8 260 034@;@9@;@72,09@;@4 087 677@;@@;@-202,07@;@@;@0@;@14@;@40@;@96,74@;@3,26@;@0@;@-36,114
"6204231000"@;@@;@382 945@;@160 728@;@177 938@;@168 117@;@243@;@4@;@42,35@;@160 485@;@@;@-0,15@;@@;@0@;@4@;@70@;@90,33@;@9,67@;@0@;@7,97
"6204238000"@;@2 467@;@144 701@;@80 578@;@177 258@;@106 630@;@3 518@;@4@;@47,33@;@79 527@;@2,97@;@-1,32@;@3 834,0694@;@38,34@;@3@;@100@;@45,46@;@54,54@;@0@;@22,224
"6204291100"@;@@;@39 130@;@122 239@;@216 076@;@114 696@;@8 276@;@@;@@;@113 963@;@@;@-7,26@;@@;@0@;@4@;@70@;@56,57@;@43,43@;@50@;@12,348
"6204299000"@;@9 988@;@@;@83 203@;@416 015@;@66 057@;@22 061@;@2@;@45,69@;@71 130@;@10,72@;@-16,97@;@2 966,682@;@29,67@;@1@;@100@;@20@;@80@;@0@;@23,394
"6204310000"@;@468 458@;@5 694@;@43 214@;@48 935@;@43 063@;@995@;@@;@@;@504 983@;@91,55@;@91,44@;@2 726,0937@;@27,26@;@3@;@100@;@88,31@;@11,69@;@50@;@72,708
"6204321000"@;@2@;@@;@5 909@;@5 909@;@5 909@;@@;@1@;@90@;@5 911@;@0,03@;@0,03@;@10 000@;@100@;@1@;@100@;@100@;@0@;@0@;@25,018
"6204339000"@;@687 412@;@259 543@;@19 840@;@19 840@;@19 840@;@1 203@;@1@;@56,71@;@446 506@;@97,19@;@95,56@;@2 610,2715@;@26,1@;@1@;@100@;@100@;@0@;@0@;@71,888
"6204391100"@;@12@;@@;@160 219@;@261 885@;@160 219@;@63 827@;@1@;@76,39@;@96 404@;@0,01@;@-66,2@;@10 000@;@100@;@4@;@70@;@61,18@;@38,82@;@0@;@12,664
"6204399000"@;@257 294@;@281 955@;@757 838@;@757 838@;@757 838@;@@;@@;@@;@1 015 132@;@25,35@;@25,35@;@2 443,2283@;@24,43@;@3@;@100@;@100@;@0@;@50@;@31,41
"6204410000"@;@212 381@;@2 261@;@638 097@;@642 523@;@413 767@;@238 895@;@@;@@;@611 583@;@24,97@;@-4,34@;@5 084,0244@;@50,84@;@25@;@10@;@99,31@;@0,69@;@50@;@20,32
"6204430000"@;@1 475 727@;@131 794@;@2 303 820@;@3 229 506@;@2 228 781@;@76 775@;@1@;@98@;@3 702 772@;@39,05@;@37,78@;@2 681,7228@;@26,82@;@8@;@70@;@71,34@;@28,66@;@0@;@37,076
"6204440000"@;@1 437 493@;@28 861@;@6 347@;@6 347@;@6 347@;@@;@@;@@;@1 414 979@;@99,56@;@99,55@;@3 522,134@;@35,22@;@1@;@100@;@100@;@0@;@50@;@77,534
"6204490000"@;@@;@@;@1 672 053@;@1 709 124@;@1 565 754@;@111 088@;@@;@@;@1 565 754@;@@;@-6,79@;@@;@0@;@5@;@70@;@97,83@;@2,17@;@50@;@8,342
"6204491000"@;@571 585@;@53 208@;@91 578@;@107 093@;@91 578@;@@;@4@;@77,77@;@609 955@;@86,19@;@84,99@;@7 129,6149@;@71,3@;@2@;@100@;@85,51@;@14,49@;@0@;@73,574
"6204499000"@;@327 061@;@77 463@;@277 734@;@277 734@;@268 830@;@8 903@;@@;@@;@595 892@;@54,08@;@53,39@;@2 462,0478@;@24,62@;@13@;@40@;@100@;@0@;@50@;@42,51
"6204510000"@;@91 098@;@1 408@;@86 756@;@172 112@;@42 281@;@74 458@;@@;@@;@101 988@;@51,22@;@14,94@;@2 848,0934@;@28,48@;@5@;@70@;@50,41@;@49,59@;@50@;@42,276
"6204520000"@;@375 977@;@761 023@;@752 801@;@947 072@;@1 181 168@;@195 829@;@@;@@;@932 949@;@33,31@;@19,31@;@2 719,6505@;@27,2@;@1@;@100@;@79,49@;@20,51@;@50@;@35,886
"6204530000"@;@2 191 632@;@105 001@;@32 139@;@160 695@;@14 284@;@17 855@;@@;@@;@2 100 915@;@98,55@;@98,47@;@5 003,1048@;@50,03@;@1@;@100@;@20@;@80@;@50@;@87,114
"6204591000"@;@183 922@;@1 481@;@2 162@;@2 162@;@2 162@;@@;@@;@@;@184 603@;@98,84@;@98,83@;@2 883,2989@;@28,83@;@1@;@100@;@100@;@0@;@50@;@76,102
"6204599000"@;@215 836@;@3 391@;@12 328@;@24 656@;@12 973@;@5 391@;@@;@@;@219 382@;@94,6@;@94,38@;@3 209,6514@;@32,1@;@1@;@100@;@50@;@50@;@50@;@79,016
"6204621100"@;@4 308@;@@;@6 550 933@;@6 556 494@;@6 506 587@;@137 845@;@@;@@;@6 417 396@;@0,07@;@-2,08@;@9 590,7362@;@95,91@;@8@;@70@;@99,92@;@0,08@;@50@;@23,512
"6204623100"@;@2 342 192@;@11 941 585@;@579 209@;@1 124 756@;@578 737@;@9 813@;@@;@@;@2 911 588@;@80,17@;@80,11@;@2 839,0108@;@28,39@;@3@;@100@;@51,5@;@48,5@;@50@;@69,79
"6204625100"@;@@;@@;@7 032@;@7 032@;@7 032@;@@;@@;@@;@7 032@;@@;@0@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,5
"6204631100"@;@78@;@57 036@;@21 240@;@21 240@;@21 240@;@@;@2@;@35,9@;@21 318@;@0,37@;@0,37@;@5 029,645@;@50,3@;@1@;@100@;@100@;@0@;@0@;@17,722
"6204631800"@;@1 121 904@;@358 145@;@206@;@206@;@209@;@62@;@@;@@;@763 903@;@99,98@;@99,97@;@2 380,5329@;@23,81@;@1@;@100@;@100@;@0@;@50@;@76,086
"6204633100"@;@505@;@@;@3 602@;@3 602@;@3 602@;@@;@@;@@;@4 107@;@12,3@;@12,3@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@34,88
"6204691100"@;@2 023@;@@;@490 630@;@537 535@;@486 604@;@510 901@;@@;@@;@486 604@;@0,41@;@-0,83@;@10 000@;@100@;@3@;@100@;@91,27@;@8,73@;@50@;@28,398
"6204693100"@;@@;@@;@209 314@;@209 314@;@281 907@;@13 988@;@1@;@97@;@281 907@;@@;@25,75@;@@;@0@;@5@;@70@;@100@;@0@;@0@;@12,15
"6204695000"@;@113 937@;@25 129@;@27 255@;@27 255@;@27 255@;@@;@1@;@41@;@116 063@;@80,7@;@76,52@;@4 827,9072@;@48,28@;@3@;@100@;@100@;@0@;@0@;@64,784
"6205200000"@;@2 375 300@;@1 440 630@;@2 158 898@;@2 178 575@;@2 035 240@;@494 210@;@7@;@44,9@;@4 039 988@;@52,39@;@46,56@;@2 399,0849@;@23,99@;@17@;@40@;@99,1@;@0,9@;@0@;@37,968
"6205300000"@;@891 671@;@874 025@;@1 027 640@;@1 037 188@;@983 195@;@471 435@;@4@;@33,56@;@1 447 876@;@46,46@;@29,02@;@4 500,6186@;@45,01@;@7@;@70@;@99,08@;@0,92@;@0@;@38,288
"6205901000"@;@394 758@;@251 203@;@58 587@;@67 600@;@58 587@;@@;@@;@@;@202 142@;@87,08@;@71,02@;@3 681,188@;@36,81@;@1@;@100@;@86,67@;@13,33@;@50@;@68,336
"6205908000"@;@@;@@;@69 521@;@69 521@;@15 800@;@53 721@;@@;@@;@15 800@;@@;@-340,01@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@-55,502
"6205908001"@;@56 365@;@@;@117 574@;@117 574@;@61 941@;@82 689@;@@;@@;@91 250@;@32,41@;@-28,85@;@3 572,5976@;@35,73@;@2@;@100@;@100@;@0@;@50@;@25,094
"6205908009"@;@90 935@;@158 596@;@191 722@;@191 722@;@177 583@;@14 062@;@@;@@;@268 595@;@32,17@;@28,62@;@2 389,8632@;@23,9@;@3@;@100@;@100@;@0@;@50@;@34,692
"6206100000"@;@354 593@;@5 436@;@43 811@;@43 811@;@43 811@;@@;@@;@@;@392 968@;@89@;@88,85@;@5 251,2375@;@52,51@;@2@;@100@;@100@;@0@;@50@;@73,77
"6206200000"@;@40 359@;@@;@12 295@;@15 369@;@12 295@;@@;@@;@@;@52 654@;@76,65@;@76,65@;@3 113,4786@;@31,13@;@1@;@100@;@80@;@20@;@50@;@65,19
"6206909000"@;@587 558@;@164 780@;@45 418@;@113 545@;@34 953@;@10 465@;@@;@@;@457 731@;@92,82@;@90,08@;@6 051,4155@;@60,51@;@1@;@100@;@40@;@60@;@50@;@82,744
"6207110000"@;@18 879@;@124 739@;@105 017@;@107 931@;@103 043@;@1 974@;@8@;@59,95@;@121 922@;@15,24@;@13,87@;@2 774,1319@;@27,74@;@7@;@70@;@97,3@;@2,7@;@0@;@20,37
"6207190000"@;@69@;@11 934@;@16 431@;@16 431@;@16 431@;@@;@@;@@;@16 500@;@0,42@;@0,42@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@27,752
"1511909908"@;@139 113@;@@;@@;@@;@@;@@;@@;@@;@139 113@;@100@;@@;@9 168,1254@;@91,68@;@0@;@100@;@@;@@;@100@;@68,8
"6207210000"@;@259 774@;@29 552@;@462 693@;@471 020@;@455 321@;@10 344@;@1@;@90,2@;@712 123@;@35,96@;@35,03@;@7 978,788@;@79,79@;@6@;@70@;@98,23@;@1,77@;@0@;@40,59
"6207220000"@;@535@;@@;@83 426@;@83 426@;@83 426@;@@;@@;@@;@83 961@;@0,64@;@0,64@;@5 132,1938@;@51,32@;@1@;@100@;@100@;@0@;@50@;@20,584
"6207290000"@;@5 541@;@75@;@5 661@;@19 814@;@5 661@;@@;@@;@@;@11 202@;@49,46@;@49,46@;@10 000@;@100@;@1@;@100@;@28,57@;@71,43@;@50@;@64,276
"6207910000"@;@132 438@;@1 766 209@;@2 296 814@;@2 334 456@;@1 884 173@;@676 468@;@@;@@;@1 752 784@;@5,45@;@-31,04@;@2 193,8692@;@21,94@;@35@;@10@;@98,39@;@1,61@;@50@;@2,972
"6207990000"@;@@;@@;@208 611@;@208 611@;@106 982@;@101 629@;@@;@@;@106 982@;@@;@-95@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@-6,5
"6207991000"@;@242@;@3 542@;@35 351@;@7 723 682@;@35 351@;@@;@@;@@;@35 593@;@0,68@;@0,68@;@10 000@;@100@;@4@;@70@;@0,46@;@99,54@;@50@;@34,908
"6207999000"@;@50 982@;@9 256@;@8 792 590@;@9 657 783@;@8 017 594@;@562 176@;@1@;@35@;@8 281 396@;@0,58@;@-6,17@;@6 095,0726@;@60,95@;@7@;@70@;@91,04@;@8,96@;@0@;@15,998
"6208110000"@;@3 868@;@@;@3 555@;@3 555@;@3 555@;@@;@@;@@;@7 423@;@52,11@;@52,11@;@8 880,805@;@88,81@;@1@;@100@;@100@;@0@;@50@;@57,066
"6208190009"@;@4 932@;@1 805@;@14 378@;@15 976@;@5 191@;@2 347@;@2@;@53@;@16 963@;@25,54@;@15,24@;@10 000@;@100@;@1@;@100@;@90@;@10@;@0@;@39,264
"6208210000"@;@174 954@;@334 127@;@97 211@;@162 669@;@97 211@;@@;@@;@@;@272 165@;@64,28@;@64,28@;@6 639,404@;@66,39@;@2@;@100@;@59,76@;@40,24@;@50@;@65,068
"6208220000"@;@61 630@;@@;@27 173@;@27 173@;@27 173@;@@;@@;@@;@88 803@;@69,4@;@69,4@;@3 624,443@;@36,24@;@1@;@100@;@100@;@0@;@50@;@59,54
"6208290000"@;@14 460@;@2 777@;@13 332@;@13 332@;@13 332@;@@;@3@;@53@;@27 792@;@52,03@;@52,03@;@3 269,8096@;@32,7@;@2@;@100@;@100@;@0@;@0@;@46,118
"6208910000"@;@110 381@;@2 713 049@;@1 836 648@;@1 865 967@;@1 795 279@;@41 890@;@3@;@59,85@;@1 905 139@;@5,67@;@3,6@;@1 873,0843@;@18,73@;@16@;@40@;@98,43@;@1,57@;@0@;@9,988
"6208990000"@;@791 098@;@3 328 728@;@625 940@;@630 678@;@625 940@;@40 764@;@@;@@;@1 376 274@;@55,83@;@54,52@;@5 232,396@;@52,32@;@2@;@100@;@99,25@;@0,75@;@50@;@53,636
"6209200000"@;@227 539@;@1 255 536@;@300 574@;@18 088 792@;@153 433@;@147 141@;@@;@@;@380 972@;@43,09@;@21,1@;@2 433,1858@;@24,33@;@9@;@70@;@1,66@;@98,34@;@50@;@44,356
"6209900000"@;@@;@@;@128 532@;@144 599@;@128 532@;@@;@@;@@;@128 532@;@@;@0@;@@;@0@;@1@;@100@;@88,89@;@11,11@;@50@;@13,6
"6209901000"@;@1 598@;@@;@366 950@;@36 340 045@;@366 950@;@@;@@;@@;@368 548@;@0,43@;@0,43@;@7 507,1806@;@75,07@;@2@;@100@;@1,01@;@98,99@;@50@;@33,958
"6209909000"@;@37 186@;@5 787 459@;@6 795 800@;@24 567 832@;@3 603 601@;@3 192 199@;@@;@@;@3 640 787@;@0,54@;@-86,66@;@2 593,1718@;@25,93@;@5@;@70@;@27,66@;@72,34@;@50@;@3,484
"6210101000"@;@340@;@@;@483 781@;@519 646@;@482 945@;@16 729@;@12@;@63,54@;@467 392@;@0,07@;@-3,51@;@9 710,3218@;@97,1@;@5@;@70@;@93,1@;@6,9@;@0@;@21,626
"6210109000"@;@@;@@;@150 153@;@284 506@;@150 153@;@@;@@;@@;@150 153@;@@;@0@;@@;@0@;@2@;@100@;@52,78@;@47,22@;@50@;@17,2
